	prefix	input_text	target_text
9180	9180	sương chiều nắng	2454
9181	9181	đê màu bờ	1923
9182	9182	bờ bến biển	282
9183	9183	sắc hoa mùa	1513
9184	9184	hè chim tiếng lá	1596
9185	9185	thềm núi bờ trăng duyên môi phố	1297
9186	9186	đường mùa sóng nắng	1656
9187	9187	rừng mây hồn	344
9188	9188	gió mây thơ hồn	2470
9189	9189	gió cát chân sông nắng	2
9190	9190	đông chiều	1181
9191	9191	bóng quê	521
9192	9192	cánh mây hoa	2263
9193	9193	áo tiếng	1375
9194	9194	đời hồn	374
9195	9195	hoa vàng	1490
9196	9196	tiếng lá gió	2155
9197	9197	gió mái vườn chiều	1514
9198	9198	cau tóc mây vườn sương	1556
9199	9199	bến sóng vầng nắng	1974
9200	9200	vạt gió sắc diều trưa nắng	1588
9201	9201	tiếng mắt	1607
9202	9202	vạt đê lối sông đông	100
9203	9203	lưng đêm mưa tiếng trầu	1041
9204	9204	bờ ruộng môi vai nắng	2460
9205	9205	gió chiều vương	323
9206	9206	áo vườn mùa hồn	2226
9207	9207	hồng hoa sắc gió mây	404
9208	9208	đông biển	2448
9209	9209	thềm tóc dáng bến	723
9210	9210	đêm sóng	754
9211	9211	gió đất_trời	1416
9212	9212	hồn trăng	2451
9213	9213	lối rừng chim	828
9214	9214	đời môi chiều	361
9215	9215	hương sông mưa phố mắt	1237
9216	9216	xuân mùa nắng	2546
9217	9217	rừng vàng lá	247
9218	9218	hoa lưng áo sương chiều vương	2333
9219	9219	vương nắng	2350
9220	9220	lá làng	2200
9221	9221	quê mưa quê_hương	964
9222	9222	núi chân tiếng	1043
9223	9223	hoa đời nắng	1571
9224	9224	thuyền sông bến	934
9225	9225	lúa sông ruộng mưa tiếng	1112
9226	9226	sương đời dòng nắng	544
9227	9227	áo mưa	2147
9228	9228	sương mây	85
9229	9229	bóng trưa mưa	2046
9230	9230	cánh sông bến	219
9231	9231	núi chim trăng tiếng	1904
9232	9232	hồng hạt xuân sương chim tiếng	511
9233	9233	hoa phượng đường	2335
9234	9234	hương đê cát lối sông	999
9235	9235	cau mưa chiều	1433
9236	9236	vạt tóc sóng nắng	1425
9237	9237	hương lối chân đông chiều dòng	1755
9238	9238	cau quê hồn	1739
9239	9239	hồng phượng hè bóng tiếng	1427
9240	9240	bến bóng trưa nắng	412
9241	9241	sắc áo hè trưa	713
9242	9242	vạt tóc sóng nắng	1501
9243	9243	áo lối bờ	27
9244	9244	hoa xuân núi	237
9245	9245	hương hoa cau vườn bến duyên	1733
9246	9246	vạt sương diều miền	1026
9247	9247	hè vườn chim quê tiếng	390
9248	9248	hương chim quê nắng	2176
9249	9249	mùa chùa	503
9250	9250	môi chiều	2171
9251	9251	đất_trời sông dòng	1975
9252	9252	sông sóng	2521
9253	9253	gió cánh bờ sông bóng diều tiếng	1154
9254	9254	gió áo tiếng	2414
9255	9255	trăng thơ quê đất_trời	1230
9256	9256	xuân biển quê_hương	1668
9257	9257	hương rừng núi sông	1165
9258	9258	sông sóng miền	589
9259	9259	núi bóng	1107
9260	9260	lúa áo sương nắng vai lá miền	1074
9261	9261	bờ sông gió	2100
9262	9262	gió biển hoàng_hôn chiều	2010
9263	9263	màu đất_trời	803
9264	9264	chiều xuân	2091
9265	9265	dòng mắt	1719
9266	9266	nắng chiều	1690
9267	9267	hoa tóc mây bến chiều nắng	2364
9268	9268	hương vàng mắt	711
9269	9269	gió bờ biển nắng	710
9270	9270	lưng tóc đông	1102
9271	9271	tiếng lá	2155
9272	9272	gió thơ chiều	2439
9273	9273	môi hồn	385
9274	9274	áo làng	362
9275	9275	mùa nắng phố	46
9276	9276	lúa hương trăng quê nắng mắt	594
9277	9277	hồn rừng mây	344
9278	9278	lối đường	1264
9279	9279	lá xuân thơ	1239
9280	9280	gió tóc sông dáng quê chiều sóng	630
9281	9281	lưng hè diều tiếng trưa	969
9282	9282	hoa xuân	809
9283	9283	gió hè	387
9284	9284	đêm trăng quê làng vàng	316
9285	9285	bờ tre tiếng	1191
9286	9286	sông cõi	2068
9287	9287	vạt lúa quê	1560
9288	9288	thuyền sông mưa tiếng dòng trầu mắt	2103
9289	9289	gió lá	2330
9290	9290	đời mắt sóng	2245
9291	9291	hương tóc bóng vương nắng	432
9292	9292	hè duyên chiều	829
9293	9293	thềm xuân đường nắng	1667
9294	9294	hoa xuân vườn chim môi	1677
9295	9295	sông bóng quê sóng	1262
9296	9296	phố sông chân mưa	1505
9297	9297	núi đò phố	251
9298	9298	hè bờ sân chân tre vàng trưa	738
9299	9299	cánh hè mưa nắng	741
9300	9300	đò nắng	2088
9301	9301	sóng nắng mắt	1578
9302	9302	đời bến môi	1113
9303	9303	sương đò tiếng	1709
9304	9304	cánh đời vàng	2582
9305	9305	thuyền đường mùa chiều lá	1002
9306	9306	mưa chiều	56
9307	9307	hương hè đời mưa nắng	1361
9308	9308	chim mùa	54
9309	9309	mắt biển chiều	47
9310	9310	đời đêm miền	2579
9311	9311	sông duyên	1771
9312	9312	thuyền bến quê	542
9313	9313	hoa mây đường	1948
9314	9314	hoa thuyền sông bờ bến	89
9315	9315	hoa màu biển phố nắng	2110
9316	9316	thuyền sông sóng nắng	759
9317	9317	đời đêm miền	1339
9318	9318	hoa gió bờ sông ruộng đông chiều	884
9319	9319	tóc đông mắt	821
9320	9320	chân thơ	980
9321	9321	áo cò	1859
9322	9322	hương gió mây bờ sóng	646
9323	9323	hoa trăng quê bóng vương vai hồn	2129
9324	9324	màu đất_trời	631
9325	9325	hoa đời	2458
9326	9326	lá tiếng vàng	654
9327	9327	thềm hoa bóng mùa	955
9328	9328	hương hoa cau vườn mưa	203
9329	9329	sông đò nắng	2088
9330	9330	gió cánh sông cò	2480
9331	9331	tóc dáng tre	1626
9332	9332	gió tiếng sóng	406
9333	9333	sương chiều	943
9334	9334	cánh thuyền bến	452
9335	9335	cát vườn vàng trầu	2194
9336	9336	đêm biển chiều sóng	1758
9337	9337	hương hoa mưa màu	953
9338	9338	thềm hương sương mây nắng	306
9339	9339	vạt bóng chiều	415
9340	9340	cát đò	1735
9341	9341	chiều nắng	1050
9342	9342	tiếng vàng	1840
9343	9343	sương cỏ	2260
9344	9344	thơ môi chiều nắng	538
9345	9345	sương chân đường làng	506
9346	9346	bờ tre	1422
9347	9347	bến sông hoàng_hôn dòng	469
9348	9348	trăng đêm làng vàng	249
9349	9349	sông mùa đông	1435
9350	9350	núi gió đêm	1141
9351	9351	lưng gió sông quê sóng	605
9352	9352	gió đời chiều	1459
9353	9353	sông môi chiều lá mắt	1331
9354	9354	lúa màu hè tiếng	438
9355	9355	trăng đêm	885
9356	9356	lối chân quê tre mắt	926
9357	9357	trăng đêm	2540
9358	9358	cát bờ biển sóng	2036
9359	9359	quê lưng	14
9360	9360	cò bóng chiều	1585
9361	9361	mây sương trăng lá	556
9362	9362	sương chân đêm trăng	1471
9363	9363	gió sương mây núi	894
9364	9364	hương cánh đường mùa đông vương	915
9365	9365	hương gió xuân	1259
9366	9366	sân thơ mưa	1845
9367	9367	thềm núi đời biển	214
9368	9368	thềm hoa bóng mùa quê_hương	955
9369	9369	hồng thơ vàng	1651
9370	9370	cõi sân chùa bóng	850
9371	9371	xuân chùa đông chiều lá dòng nắng	1750
9372	9372	áo mưa lá nắng	643
9373	9373	đêm biển sóng	913
9374	9374	sông bờ trăng thơ vầng	402
9375	9375	hạt trăng	2069
9376	9376	tiếng cánh cò chiều	1098
9377	9377	sương trăng bến đêm quê	1542
9378	9378	đò làng quê_hương	946
9379	9379	thuyền đời	1109
9380	9380	trăng đêm quê làng vàng	316
9381	9381	hoa mây	2320
9382	9382	gió sương núi	894
9383	9383	đê xuân áo bóng nắng	2093
9384	9384	lưng làng	2256
9385	9385	chân đò bóng chiều mắt	1397
9386	9386	tóc lối cỏ	2059
9387	9387	thuyền vườn sông đời sóng	1821
9388	9388	chim tiếng lá mắt	1325
9389	9389	thuyền bến mưa chiều sóng	2038
9390	9390	bờ sóng	1311
9391	9391	đông biển	2448
9392	9392	sông mùa dòng	879
9393	9393	cánh thuyền chiều bến cò quê sóng	1888
9394	9394	hương hoa đời đường	475
9395	9395	hương gió xuân	1259
9396	9396	gió hoàng_hôn chùa làng chiều lá nắng	717
9397	9397	thềm sương sông đêm đông chiều sóng nắng	582
9398	9398	cõi đời trăng bóng chiều	173
9399	9399	đường tiếng	1860
9400	9400	gió mùa	1672
9401	9401	mái sân chân tiếng	1971
9402	9402	áo lối sóng	27
9403	9403	rừng chân đường	787
9404	9404	gió cát đời hồn	1899
9405	9405	làng sông	1633
9406	9406	quê hạt	1054
9407	9407	hồng cánh màu	1371
9408	9408	đời xuân	1682
9409	9409	cát thuyền biển chiều	139
9410	9410	hạt duyên bóng đông chiều	1284
9411	9411	bờ trăng bóng vai	2285
9412	9412	hương hoa cau mưa	203
9413	9413	tóc bến mắt	29
9414	9414	cõi vườn đời cò đất_trời	2421
9415	9415	sông quê bóng sóng	1262
9416	9416	hương cánh đường đông vương	915
9417	9417	sông trăng hoàng_hôn vầng	1584
9418	9418	bờ vai phố	2404
9419	9419	cõi trăng đêm đường	572
9420	9420	gió biển mưa	1440
9421	9421	lúa hạt ruộng chân	636
9422	9422	sông quê sóng	1262
9423	9423	hoa đời lá	2427
9424	9424	đêm mưa tiếng phố	581
9425	9425	rừng lưng chân	1934
9426	9426	biển thơ đường mưa	254
9427	9427	cõi xuân hồn	2107
9428	9428	cau áo	1858
9429	9429	bờ bến	1404
9430	9430	rừng biển	615
9431	9431	đời sắc	2368
9432	9432	áo mưa lá trưa nắng	3
9433	9433	hương hoa tóc sương vương chiều vàng	1195
9434	9434	thềm núi bờ trăng duyên môi	1297
9435	9435	gió sương biển sóng	2187
9436	9436	hồng sông mưa nắng	1305
9437	9437	vàng trưa nắng	423
9438	9438	mái đêm quê	1066
9439	9439	trăng duyên thơ vàng	1059
9440	9440	lối sông trăng thơ dòng	262
9441	9441	lối sương	2114
9442	9442	thuyền sông sóng dòng	170
9443	9443	đời ruộng đêm	1394
9444	9444	đời đường bóng chiều tiếng	125
9445	9445	vạt mây trăng hoàng_hôn nắng	460
9446	9446	vạt gió lối mây	1833
9447	9447	gió cánh áo cò	2480
9448	9448	sương đêm tiếng vàng lá	539
9449	9449	gió chùa hoàng_hôn làng chiều nắng	717
9450	9450	cát chân biển sóng	2484
9451	9451	sương chiều nắng	1908
9452	9452	bến đời dòng	1712
9453	9453	thuyền bến	542
9454	9454	bến hoàng_hôn chiều	1129
9455	9455	cõi xuân sân chùa bóng	850
9456	9456	tóc bến thuyền mắt	29
9457	9457	gió bờ biển nắng	710
9458	9458	hương đường mùa đông vương	915
9459	9459	mái trăng vầng quê_hương hồn	679
9460	9460	hồng hoa tóc đêm	2517
9461	9461	vàng lá đời	2128
9462	9462	hương chiều đất_trời	2004
9463	9463	hương cát sương vườn	1984
9464	9464	gió màu đêm	1267
9465	9465	hương quê	1702
9466	9466	phượng chân sân tiếng lá	729
9467	9467	hương hoa lưng màu núi vai	933
9468	9468	đông nắng	2550
9469	9469	vàng mây mùa	659
9470	9470	lối trăng thơ dòng	262
9471	9471	hương sắc vầng hồn miền	1008
9472	9472	lối chân bến	224
9473	9473	hoa gió tóc đất_trời	580
9474	9474	cánh dáng hoàng_hôn bóng chiều	1178
9475	9475	đất_trời phố	979
9476	9476	núi chân tiếng	1043
9477	9477	đông biển	202
9478	9478	mái chân	2142
9479	9479	hương vườn trăng	72
9480	9480	vạt mùa cỏ miền	2336
9481	9481	xuân mùa vàng lá	1681
9482	9482	đê thuyền sông quê nắng	141
9483	9483	lối đường quê làng	746
9484	9484	lưng mưa tiếng trầu	1041
9485	9485	cánh sương lá	204
9486	9486	sông mái	159
9487	9487	hoa lưng cau cánh áo cò tiếng	1753
9488	9488	thềm duyên mưa	1562
9489	9489	núi bóng dòng	734
9490	9490	sân chùa quê làng chiều	1477
9491	9491	đêm mưa tiếng	581
9492	9492	vạt lối tre nắng	1800
9493	9493	mây tiếng	574
9494	9494	sông mùa	1024
9495	9495	hương xuân sông dòng nắng	1647
9496	9496	đê cõi đời duyên làng hồn	196
9497	9497	gió cau bờ đông	851
9498	9498	hương gió xuân núi	1498
9499	9499	sông gió	1447
9500	9500	đất_trời làng	935
9501	9501	đê sông cỏ dòng	1133
9502	9502	bóng bờ vàng tre	562
9503	9503	lúa xuân đông lá	873
9504	9504	thềm sương đêm biển môi	1023
9505	9505	sông quê bóng diều vương	1319
9506	9506	cánh đường bóng chiều quê_hương	1372
9507	9507	gió bến hoàng_hôn	1129
9508	9508	cánh vàng mắt	288
9509	9509	vàng lá	1030
9510	9510	thơ chùa làng lá	2131
9511	9511	lưng hè đường trưa nắng	687
9512	9512	lúa cánh cò làng	2324
9513	9513	đêm mưa lá	108
9514	9514	dòng sông đời đêm	1598
9515	9515	mây trăng tiếng	2393
9516	9516	vàng lá	350
9517	9517	sông quê bóng sóng	1262
9518	9518	cánh diều chiều tiếng	2587
9519	9519	quê sông	895
9520	9520	thơ làng lá	2131
9521	9521	trăng sóng	161
9522	9522	bờ bến đò	1336
9523	9523	gió chiều	323
9524	9524	hương sông bóng mùa tre lá nắng	2072
9525	9525	lưng làng	2256
9526	9526	hạt đời đất_trời dòng	1166
9527	9527	hoa mái xuân hè chùa mùa	817
9528	9528	trăng bóng	289
9529	9529	sông bến	1499
9530	9530	thềm sắc xuân chim	868
9531	9531	hoa xuân	809
9532	9532	vạt sóng nắng	1501
9533	9533	sông đò	2088
9534	9534	xuân thơ	1155
9535	9535	áo ruộng chân quê quê_hương	102
9536	9536	duyên mắt	1350
9537	9537	cát trăng biển sóng	1260
9538	9538	bờ trăng duyên	1193
9539	9539	lối thơ đường mưa	254
9540	9540	hoa thơ	2267
9541	9541	màu sông	2097
9542	9542	lúa chùa làng vàng	234
9543	9543	màu sông duyên	1233
9544	9544	thuyền sóng	120
9545	9545	trăng vầng	843
9546	9546	đời biển	113
9547	9547	mưa tiếng	1382
9548	9548	duyên trầu	34
9549	9549	đêm quê chiều trưa hồn	1880
9550	9550	lưng hè chân trưa nắng	1597
9551	9551	hè sông chân quê	688
9552	9552	lúa đê	1454
9553	9553	sông đêm trăng vầng	482
9554	9554	áo ruộng đời quê quê_hương	102
9555	9555	lưng diều tiếng trưa	969
9556	9556	trăng hồn	2451
9557	9557	đê sóng	1454
9558	9558	vườn quê làng	1627
9559	9559	bóng môi chiều	2171
9560	9560	mưa mắt	896
9561	9561	lúa cánh chim đường làng vàng	426
9562	9562	sông bến đò	867
9563	9563	thềm áo	2573
9564	9564	hương xuân sương hoàng_hôn chiều nắng	2585
9565	9565	mây dòng	1676
9566	9566	hoa chiều	245
9567	9567	đê gió bờ chân chiều cỏ	1324
9568	9568	xuân bóng	1449
9569	9569	đời ruộng đêm	1394
9570	9570	thềm sắc xuân chim	868
9571	9571	hoa sông bến	243
9572	9572	xuân áo	499
9573	9573	quê chiều	1147
9574	9574	bóng làng mưa	1496
9575	9575	mây bến bóng chiều	909
9576	9576	bờ biển sóng	726
9577	9577	mây trăng tiếng	2393
9578	9578	đời quê	1306
9579	9579	núi mây đêm nắng	2471
9580	9580	tóc lối cỏ nắng	2059
9581	9581	duyên quê mưa	10
9582	9582	thềm hoa cánh trầu	1919
9583	9583	mùa đông mưa chiều	1946
9584	9584	thuyền xuân vườn biển	1794
9585	9585	tóc áo thơ vai nắng	2258
9586	9586	đê chân	2288
9587	9587	cánh sắc	571
9588	9588	cánh trăng đông lá	2175
9589	9589	hương hoa cau	978
9590	9590	trăng vàng	434
9591	9591	hè bờ chân sân tre vàng trưa nắng	738
9592	9592	cánh hoàng_hôn bóng chiều	1178
9593	9593	áo ruộng mưa	570
9594	9594	hương hạt gió xuân sương	846
9595	9595	hạt gió nắng	2415
9596	9596	thềm hoa màu sương	1803
9597	9597	cánh hè nắng	134
9598	9598	cánh cõi đời cò đất_trời	2421
9599	9599	hoa gió chiều sương sông nắng	802
9600	9600	quê_hương đò làng	946
9601	9601	hồng gió phượng hè tiếng	788
9602	9602	thuyền sông nắng sóng dòng	170
9603	9603	quê làng tre	1354
9604	9604	lúa hồng nắng	442
9605	9605	chiều nắng	1675
9606	9606	lưng núi biển sóng lá	2510
9607	9607	vạt cánh xuân biển bóng chiều sóng nắng	1660
9608	9608	hương biển sóng	2386
9609	9609	hạt mưa	1119
9610	9610	tre tiếng trưa	1985
9611	9611	cánh chiều nắng	2551
9612	9612	hoa sông đường	536
9613	9613	quê sông	222
9614	9614	hương lưng màu núi vai	933
9615	9615	sông quê_hương	836
9616	9616	đò sông bến	1467
9617	9617	hoa đời lá	2427
9618	9618	xuân mùa tiếng nắng	2546
9619	9619	bến trăng đò miền	1820
9620	9620	bờ sông trăng bến thơ vầng	402
9621	9621	cánh vườn chim	194
9622	9622	hoa gió cánh xuân vương	793
9623	9623	hoa chùa mùa tiếng lá	1851
9624	9624	gió mây thơ chiều hồn	2470
9625	9625	hương hoa tóc sương chiều vàng vương nắng	1195
9626	9626	hoa màu sương quê mưa dòng	2526
9627	9627	thuyền bến miền	1203
9628	9628	hoa xuân đời lá	462
9629	9629	mái đời trưa mắt	1534
9630	9630	cánh cõi bến hoàng_hôn	1360
9631	9631	đời gió	1250
9632	9632	gió mây sương	1273
9633	9633	vầng trăng	1280
9634	9634	dáng bờ trăng bóng	2285
9635	9635	sắc xuân vườn ruộng nắng hồn	1075
9636	9636	lối duyên	2170
9637	9637	hương nắng	1442
9638	9638	xuân thơ	1211
9639	9639	hoa vườn sông bến dòng	2037
9640	9640	lúa đường làng nắng	699
9641	9641	hè diều tiếng trưa	969
9642	9642	thuyền bến chiều miền	1182
9643	9643	vạt hè mưa chiều	1086
9644	9644	gió sương tre	1949
9645	9645	hoa mùa	1513
9646	9646	cát lối	1887
9647	9647	gió biển	1550
9648	9648	đê bờ trăng duyên	1193
9649	9649	mây trăng tiếng	2393
9650	9650	vai nắng	792
9651	9651	hè vàng nắng	749
9652	9652	gió đêm	2144
9653	9653	màu mưa chiều	2021
9654	9654	cánh vườn bến trăng quê diều	132
9655	9655	sương trăng	1081
9656	9656	hoa mùa lá	2557
9657	9657	cánh thuyền chiều bến cò quê sóng	1888
9658	9658	hồn quê diều nắng	353
9659	9659	thềm núi đời biển	214
9660	9660	hương cau quê	1198
9661	9661	đời bóng sóng	2028
9662	9662	lá sắc	518
9663	9663	hương tóc	195
9664	9664	đêm mưa	627
9665	9665	xuân đường quê đò đông	512
9666	9666	cánh biển nắng	2361
9667	9667	đường hương hoa màu	953
9668	9668	đê đường làng	1924
9669	9669	áo đường mùa mưa	951
9670	9670	tóc mùa mưa trưa mắt	1891
9671	9671	xuân vườn biển sóng	1794
9672	9672	hương mùa môi mắt	1234
9673	9673	hè đời tiếng trưa	1060
9674	9674	lúa hương hoa mái vàng	1393
9675	9675	hương hoa cánh dáng hoàng_hôn quê miền	2250
